,unique_id,speech_type,link
228,272811,Déclaration,https://www.vie-publique.fr/discours/272811-emmanuel-macron-16012020-politique-de-defense
229,273213,Interview,https://www.vie-publique.fr/discours/273213-sibeth-ndiaye-16012020-43e-jour-de-greve-contre-la-reforme-des-retraites
230,273000,Interview,https://www.vie-publique.fr/discours/273000-elisabeth-borne-16012019-reforme-retraites-protection-environnement
231,272877,Déclaration,https://www.vie-publique.fr/discours/272877-agnes-buzyn-16012020-prevention-de-la-perte-dautonomie
232,272799,Interview,https://www.vie-publique.fr/discours/272799-olivier-dussopt-16012020-retraite
233,273062,Déclaration,https://www.vie-publique.fr/discours/273062-amelie-de-montchalin-16012020-cooperation-militaire
234,273061,Déclaration,https://www.vie-publique.fr/discours/273061-amelie-de-montchalin-16012020-france-armenie
235,272863,Interview,https://www.vie-publique.fr/discours/272863-adrien-taquet-16012020-bioethique-securite-des-enfants
236,272870,Interview,https://www.vie-publique.fr/discours/272870-emmanuelle-wargon-15012020-centrales-charbon-et-reintroduction-ours
237,272850,Interview,https://www.vie-publique.fr/discours/272850-muriel-penicaud-15012020-retraites-footballeurs-retraite-progressive
238,272851,Déclaration,https://www.vie-publique.fr/discours/272851-florence-parly-15012020-terrorisme
239,272790,Interview,https://www.vie-publique.fr/discours/272790-agnes-pannier-runacher-15012020-politique-gouvernementale
240,272789,Interview,https://www.vie-publique.fr/discours/272789-gerald-darmanin-15012020-politique-economique
241,272847,Interview,https://www.vie-publique.fr/discours/272847-gabriel-attal-15012020-cannabis-lycee-repli-communautaire-islamisme
242,272901,Déclaration,https://www.vie-publique.fr/discours/272901-jean-yves-le-drian-15012020-politique-etrangere
243,272784,Interview,https://www.vie-publique.fr/discours/272784-bruno-le-maire-1401202-retraite
244,273268,Déclaration,https://www.vie-publique.fr/discours/273268-cedric-o-14012020-numerique
245,273266,Déclaration,https://www.vie-publique.fr/discours/273266-julien-denormandie-14012020-numerique
246,272853,Déclaration,https://www.vie-publique.fr/discours/272853-bruno-le-maire-14012020-union-europeenne
247,272787,Interview,https://www.vie-publique.fr/discours/272787-florence-parly-14012020-terrorisme
248,272782,Déclaration,https://www.vie-publique.fr/discours/272782-jean-yves-le-drian-14012020-politique-etrangere
249,272805,Déclaration,https://www.vie-publique.fr/discours/272805-ministere-de-leurope-et-des-affaires-etrangeres-14012020-iran
250,273271,Déclaration,https://www.vie-publique.fr/discours/273271-agnes-pannier-runacher-14012020-5g
251,272774,Déclaration,https://www.vie-publique.fr/discours/272774-bruno-le-maire-13012020-economie-numerique
252,272867,Interview,https://www.vie-publique.fr/discours/272867-jean-baptiste-djebbari-13012020-greve-transports-reforme-des-retraites
253,273212,Interview,https://www.vie-publique.fr/discours/273212-sibeth-ndiaye-03012020-reforme-retraites-gouvernement-syndicats
254,272869,Interview,https://www.vie-publique.fr/discours/272869-emmanuelle-wargon-13012020-fermeture-centrale-thermique-le-havre
255,272745,Interview,https://www.vie-publique.fr/discours/272745-franck-riester-13012020-reforme-des-retraites-danseurs-opera-de-paris
256,272764,Entretien,https://www.vie-publique.fr/discours/272764-entretien-jean-yves-le-drian-13012020-politique-etrangere
