,titre,link,speech_type,prenom,nom,date,theme,fonct,unique_id
75,"Déclaration de M. Adrien Taquet, secrétaire d'État chargé de la protection de l'enfance, sur la question de fond à savoir la privatisation d'ADP et les modalités d'organisation du référendum, Paris le 6 février 2020.",https://www.vie-publique.fr/discours/273485-adrien-taquet-6022020-privatisation-dadp-referendum,Déclaration,Adrien,Taquet,2020-02-06T12:00:00Z,ECONOMIE,Secrétaire d'État chargé de la protection de l'enfance,273485
76,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur la politique étrangère de l'Union européenne, à Montpellier le 6 février 2020.",https://www.vie-publique.fr/discours/273254-jean-yves-le-drian-06022020-union-europeenne,Déclaration,Jean-Yves,Le Drian,2020-02-06T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,273254
77,"Interview de Mme Jacqueline Gourault, ministre de la Cohésion de territoires et des Relations avec les collectivités territoriales, à Sud Radio le 6 février 2020, sur la politique gouvernementale.",https://www.vie-publique.fr/discours/273252-jacqueline-gourault-06022020-politique-gouvernementale,Interview,Jacqueline,Gourault,2020-02-06T12:00:00Z,INSTITUTIONS,Ministre de la Cohésion de territoires et des Relations avec les collectivités territoriales Patrick Roger,273252
78,"Interview de M. Adrien Taquet, secrétaire d'État chargé de la protection de l'enfance, à Radio Classique le 6 février 2020, sur la polémique autour du congé pour deuil parental, la violence contre les parlementaires et l'aide sociale à l'enfance.",https://www.vie-publique.fr/discours/273339-adrien-taquet-6022020-polemique-conge-pour-deuil-parental,Interview,Adrien,Taquet,2020-02-06T12:00:00Z,SOCIÉTÉ,Secrétaire d'État chargé de la protection de l'enfance,273339
79,"Interview de Mme Sibeth Ndiaye, secrétaire d'État, porte-parole du Gouvernement, à Public Sénat le 6 février 2020, notamment sur l'affaire du congé parental pour deuil d'enfant et le calendrier parlementaire de la réforme des retraites.",https://www.vie-publique.fr/discours/273227-sibeth-ndiaye-06022020-conge-parental-deuil-enfant-reforme-retraites,Interview,Sibeth,Ndiaye,2020-02-06T12:00:00Z,,"Secrétaire d'État, porte-parole du Gouvernement",273227
80,"Déclaration de M. Didier Guillaume, ministre de l'agriculture et de l'alimentation, sur les outils de régulation du foncier agricole, au Sénat le 6 février 2020.",https://www.vie-publique.fr/discours/273352-didier-guillaume-06022020-foncier-agricole,Déclaration,Didier,Guillaume,2020-02-06T12:00:00Z,ECONOMIE,Ministre de l'agriculture et de l'alimentation,273352
81,"Interview de Mme Roxana Maracineanu, ministre des sports, à RTL le 6 février 2020, sur son appel aux victimes potentielles d'abus sexuels dans le milieu sportif et sa réaction aux attaques de Didier Gailhaguet.",https://www.vie-publique.fr/discours/273239-roxana-maracineanu-6022020-violences-sexuelles-patinage-artistique,Interview,Roxana,Maracineanu,2020-02-06T12:00:00Z,SOCIÉTÉ,Ministre des sports,273239
82,"Déclaration de M. Julien Denormandie, ministre chargé de la ville et du logement, sur le logement social et les politiques de peuplement, à l'Assemblée nationale le 5 février 2020.",https://www.vie-publique.fr/discours/273285-julien-denormandie-05022020-logement-social,Déclaration,Julien,Denormandie,2020-02-05T12:00:00Z,SOCIÉTÉ,Ministre chargé de la ville et du logement,273285
83,"Interview de M. Julien Denormandie, ministre chargé de la ville et du logement, à Public Sénat le 5 février 2020, sur le congé parental pour le décès d'un enfant, la réforme des retraites, le communautarisme, les centres-villes et la politique du logement.",https://www.vie-publique.fr/discours/273217-julien-denormandie-05022020-politique-gouvernementale,Interview,Julien,Denormandie,2020-02-05T12:00:00Z,INSTITUTIONS,Ministre chargé de la ville et du logement,273217
84,"Interview de Mme Agnès Buzyn, ministre des solidarités et de la santé, à BFMTV le 5 février 2020, notamment sur l’épidémie du coronavirus 2019-nCoV, le deuil parental et les politiques hospitalières.",https://www.vie-publique.fr/discours/273244-agnes-buzyn-5022020-coronavirus-deuil-parental,Interview,Agnès,Buzyn,2020-02-05T12:00:00Z,SOCIÉTÉ,Ministre des solidarités et de la santé,273244
85,"Interview de M. Cédric O, secrétaire d'État au numérique, à BFM Business le 5 février 2020, sur l'économie numérique.",https://www.vie-publique.fr/discours/273225-cedric-o-05022020-economie-numerique,Interview,Cédric,O,2020-02-05T12:00:00Z,SOCIÉTÉ,Secrétaire d'État au numérique Hedwige Chevrillon,273225
86,"Déclaration de M. Bruno Le Maire, ministre de l'économie et des finances, sur les efforts du gouvernement en faveur de l'égalité entre les femmes et les hommes dans le champ économique et universitaire, à Paris le 5 février 2020.",https://www.vie-publique.fr/discours/273291-bruno-le-maire-05022020-egalite-professionnelle,Déclaration,Bruno,Le Maire,2020-02-05T12:00:00Z,SOCIÉTÉ,Ministre de l'économie et des finances,273291
87,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères, sur la politique de développement et de solidarité internationale, à l'Assemblée nationale le 5 février 2020.",https://www.vie-publique.fr/discours/273288-jean-baptiste-lemoyne-05022020-aide-au-developpement,Déclaration,Jean-Baptiste,Lemoyne,2020-02-05T12:00:00Z,INSTITUTIONS,Secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères,273288
88,"Déclaration à la presse de M. Emmanuel Macron, président de la République, sur les relations entre la France et l'Argentine, à Paris le 5 février 2020.",https://www.vie-publique.fr/discours/273220-emmanuel-macron-05022020-france-argentine,Déclaration,Emmanuel,Macron,2020-02-05T12:00:00Z,INTERNATIONAL,Président de la République,273220
89,"Déclaration de M. Emmanuel Macron, président de la République, sur les relations franco-polonaises et l'Union européenne, à Cracovie le 4 février 2020.",https://www.vie-publique.fr/discours/273207-emmanuel-macron-04022020-france-pologne,Déclaration,Emmanuel,Macron,2020-02-04T12:00:00Z,INTERNATIONAL,Président de la République,273207
90,"Déclaration de M. Adrien Taquet, secrétaire d'État chargé de la protection de l'enfance, en réponse à une question sur l'accueil des ressortissants français de Wuhan, Paris le 4 février 2020.",https://www.vie-publique.fr/discours/273383-adrien-taquet-4022020-accueil-des-ressortissants-francais-de-wuhan,Déclaration,Adrien,Taquet,2020-02-04T12:00:00Z,SOCIÉTÉ,Secrétaire d'État chargé de la protection de l'enfance,273383
91,"Interview de M. Gabriel Attal, secrétaire d'État auprès du ministre de l'éducation nationale et de la jeunesse, à France Inter le 4 février 2020, sur le congé de deuil pour un enfant, les écoles hors contrat et l'affaire Mila.",https://www.vie-publique.fr/discours/273201-gabriel-attal-4022020-conge-de-deuil-pour-un-enfant,Interview,Gabriel,Attal,2020-02-04T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès du ministre de l'éducation nationale et de la jeunesse,273201
92,"Déclaration de Mme Brune Poirson, secrétaire d'État auprès de la ministre de la transition écologique et solidaire, sur les enjeux de développement économique et de protection du milieu marin, à l'Assemblée nationale le 4 février 2020.",https://www.vie-publique.fr/discours/273272-brune-poirson-04022020-politique-maritime-protection-biodiversite-marine,Déclaration,Brune,Poirson,2020-02-04T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès de la ministre de la transition écologique et solidaire,273272
93,"Interview de M. Jean-Baptiste Djebbari, secrétaire d'État aux transports, à LCI le 4 février 2020, sur la gestion de la fin de grève à la SNCF, l'ouverture du débat parlementaire sur la réforme des retraites et le communautarisme.",https://www.vie-publique.fr/discours/273183-jean-baptiste-djebbari-04022020-prime-sncf-reforme-retraites-islam,Interview,Jean-Baptiste,Djebbari,2020-02-04T12:00:00Z,SOCIÉTÉ,Secrétaire d'État aux transports,273183
94,"Déclaration de M. Didier Guillaume, ministre de l'agriculture et de l'alimentation, en réponse à une question sur les conséquences du Brexit concernant la pêche, à l'Assemblée nationale le 4 février 2020.",https://www.vie-publique.fr/discours/273279-didier-guillaume-04022020-peche-maritime,Déclaration,Didier,Guillaume,2020-02-04T12:00:00Z,ECONOMIE,Ministre de l'agriculture et de l'alimentation,273279
95,"Déclaration de Mme Agnès Buzyn, ministre des solidarités et de la santé, en réponse aux questions sur le financement du système de retraite, à Paris le 4 février 2020.",https://www.vie-publique.fr/discours/273463-agnes-buzyn-4022020-financement-du-systeme-de-retraite,Déclaration,Agnès,Buzyn,2020-02-04T12:00:00Z,SOCIÉTÉ,Ministre des solidarités et de la santé,273463
96,"Interview de Mme Frédérique Vidal, ministre de l'enseignement supérieur, de la recherche et de l'innovation, à RFI le 4 février 2020, sur le congé de deuil pour un enfant, la réforme des retraites et la loi de programmation sur la recherche.",https://www.vie-publique.fr/discours/273202-frederique-vidal-4022020-loi-de-programmation-sur-la-recherche,Interview,Frédérique,Vidal,2020-02-04T12:00:00Z,SOCIÉTÉ,"Ministre de l'enseignement supérieur, de la recherche et de l'innovation",273202
97,"Déclaration de Mme Geneviève Darrieussecq, secrétaire d'État auprès de la ministre des armées, en réponse à une question sur les soins aux Français retraités établis à l'étranger, à l'Assemblée nationale le 4 février 2020.",https://www.vie-publique.fr/discours/273276-genevieve-darrieussecq-04022020-francais-letranger,Déclaration,Geneviève,Darrieussecq,2020-02-04T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès de la ministre des armées,273276
98,"Déclaration de Mme Frédérique Vidal, ministre de l'enseignement supérieur, de la recherche et de l'innovation, en réponse à des questions en rapport avec la future Loi de Programmation Pluriannuelle de la Recherche, Paris le 4 février 2020.",https://www.vie-publique.fr/discours/273489-frederique-vidal-4022020-lppr,Déclaration,Frédérique,Vidal,2020-02-04T12:00:00Z,SOCIÉTÉ,Ministre de l'enseignement supérieur,273489
99,"Déclaration de Mme Jacqueline Gourault, ministre de la cohésion des territoires et des relations avec les collectivités territoriales, sur l'aménagement du territoire dans les Alpes et la Stratégie macro-régionale de l’UE pour la Région Alpine, à Lyon le 4 février 2020.",https://www.vie-publique.fr/discours/273307-jacqueline-gourault-04022020-les-alpes,Déclaration,Jacqueline,Gourault,2020-02-04T12:00:00Z,SOCIÉTÉ,Ministre de la cohésion des territoires et des relations avec les collectivités territoriales,273307
100,"Extraits d'un entretien de Mme Amélie de Montchalin, secrétaire d'État aux affaires européennes, avec France 24/RFI le 4 février 2020, sur le Brexit.",https://www.vie-publique.fr/discours/273281-entretien-amelie-de-montchalin-04022020-brexit,Extraits,Amélie,de Montchalin,2020-02-04T12:00:00Z,INTERNATIONAL,Secrétaire d'État aux affaires européennes,273281
101,"Interview de Mme Roxana Maracineanu, ministre des sports, à France Info le 4 février 2020, sur les violences sexuelles dans le patinage artistique et sa demande à Didier Gailhaguet de démissionner.",https://www.vie-publique.fr/discours/273232-roxana-maracineanu-4022020-violences-didier-gailhaguet-demission,Interview,Roxana,Maracineanu,2020-02-04T12:00:00Z,SOCIÉTÉ,Ministre des sports,273232
102,"Déclaration de M. Emmanuel Macron, président de la République, sur les relations entre la France et la Pologne, à Varsovie le 3 février 2020.",https://www.vie-publique.fr/discours/273206-emmanuel-macron-03022020-france-pologne,Déclaration,Emmanuel,Macron,2020-02-03T12:00:00Z,INTERNATIONAL,Président de la République,273206
103,"Interview de M. Marc Fesneau, ministre chargé des relations avec le Parlement, à Radio Classique le 3 février 2020, sur l’affaire du congé parental pour décès d'enfant et la stratégie de LREM pour les municipales de 2020.",https://www.vie-publique.fr/discours/273228-marc-fesneau-03022020-conge-parental-strategie-lrem-municipales-2020,Interview,Marc,Fesneau,2020-02-03T12:00:00Z,INSTITUTIONS,Ministre chargé des relations avec le Parlement,273228
104,"Déclaration de Mme Geneviève Darrieussecq, secrétaire d'État auprès de la ministre des armées, sur Charles de Gaulle, à Paris le 3 février 2020.",https://www.vie-publique.fr/discours/273349-genevieve-darrieussecq-03022020-charles-de-gaulle,Déclaration,Geneviève,Darrieussecq,2020-02-03T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès de la ministre des armées,273349
105,"Déclaration de M. Emmanuel Macron, président de la République, sur les relations franco-polonaises, l'OTAN et l'Union européenne, à Varsovie le 3 février 2020.",https://www.vie-publique.fr/discours/273199-emmanuel-macron-03022020-france-pologne,Déclaration,Emmanuel,Macron,2020-02-03T12:00:00Z,INTERNATIONAL,Président de la République,273199
106,"Déclaration franco-polonaise sur la coopération en matière européenne, le 3 février 2020.",https://www.vie-publique.fr/discours/273198-presidence-de-la-republique-03022020-france-pologne,Déclaration,Présidence,de la République,2020-02-03T12:00:00Z,INTERNATIONAL,,273198
107,"Interview de Mme Sibeth Ndiaye, secrétaire d'État, porte-parole du Gouvernement, à France 2 le 3 février 2020, sur le calendrier parlementaire de la réforme des retraites.",https://www.vie-publique.fr/discours/273226-sibeth-ndiaye-03022020-reforme-des-retraites-devant-le-parlement,Interview,Sibeth,Ndiaye,2020-02-03T12:00:00Z,INSTITUTIONS,"Secrétaire d'État, porte-parole du Gouvernement",273226
